,handle,prediction_score,prediction_confidence,quant_1,quant_2,quant_3,quant_4,quant_5,quant_6,quant_7
37,Amirbig21,0,0.5746518387398245,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.6107805195079674,-0.4047195727420392
39,daviddzhou,0,0.6590215886158324,0.6136331761889103,0.2728776215231617,-0.0689162808658881,0.0042021799500752,2.5357787885434013,0.8907158748640727,-0.4047195727420392
40,salehtikani,0,0.5385496975059483,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.6880059199997585,-0.3931110132795271
41,yangflag888,0,0.6144098825797542,-0.1984851701254638,0.0513890884265141,-0.1152452724593598,-0.0495874093406575,-0.0034808219472112,1.125324686484704,-0.4279366916670634
42,jaazinn,0,0.6543630467626844,0.0133717897826337,0.2728776215231617,-0.1152452724593598,-0.0675172724375685,-0.0034808219472112,0.961098518350262,-0.1145055861792362
43,woshishei123haha,0,0.6450192299136144,0.04868128310065,-0.1700994446701334,-0.1152452724593598,-0.007751062114532,1.2661489832980952,-0.5149819214295429,-0.4279366916670634
44,Dziunek,0,0.5093256446779624,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6801856262790708,-0.4279366916670634
45,hm5285283,0,0.6037832884922946,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4094079562002589,-0.4163281322045513
46,mydefimarket,1,0.46986772393147613,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.783804518078183,-0.4163281322045513
47,tiantanglu2021,0,0.6443195624387968,-0.0572471968533987,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,1.2661489832980952,-0.4739253793959325,-0.3002425375794301
48,xjytzhang,0,0.5411056508794538,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.102821282504786,-0.4047195727420392
49,gamingExpert01,1,0.4738124513052786,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.781849444648011,-0.3931110132795271
50,unseen011,0,0.6003586288172759,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5022739441334254,2.926936992998939
51,minifour,0,0.5098496844736085,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6645450388376953,-0.4163281322045513
52,kaseeefcvc,0,0.5586459726094279,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6107805195079674,-0.4047195727420392
53,jenmay050993,0,0.5712615118491738,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0555640303729612,-0.0034808219472112,-0.2637549856524503,-0.3931110132795271
54,bau0,0,0.5412215251100994,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.3683514141666484,-0.4395452511295755
55,AJIJIE,0,0.6354375028012937,1.213894562595187,-0.1700994446701334,-0.0998022752615359,-0.0316575462437466,-0.6382957245698645,1.3990349667087738,0.7561363735091726
56,keenleads,0,0.5520306544949265,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.3960822970305751,0.500748065333906
57,stalyn80,0,0.5676427766585899,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.640466475802066,-0.3931110132795271
58,nfarani,0,0.6436882195615563,0.0133717897826337,-0.1700994446701334,-0.1152452724593598,-0.0675172724375685,1.2661489832980952,0.0539444467504878,-0.4163281322045513
59,vanlose888,0,0.5069574076677716,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6909385301450164,-0.4163281322045513
60,SYOGAKU-TOUSHI,0,0.6237861034784891,-0.1984851701254638,0.2728776215231617,-0.1306882696571836,-0.0675172724375685,1.2661489832980952,-0.6039377625023656,-0.4047195727420392
61,pandabadger,0,0.649602349541702,-0.1278661834894312,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.7577708816123816,2.253640544173236
62,amber357,0,0.5716985095626137,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.0946411339425786,2.567071649661063
63,paulcrowski,0,0.6201304545591564,0.3664667229627965,-0.1700994446701334,-0.1152452724593598,-0.0615406514052648,0.6313340806754419,1.5036313952229718,-0.3815024538170149
64,daksb,0,0.6409837329451538,0.1193002697366826,0.0513890884265141,-0.0225872892724165,-0.0017744410822283,-0.0034808219472112,3.1556684437182505,0.9302647654468544
65,kekeleylu,1,0.4738124513052786,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.781849444648011,-0.3931110132795271
66,nanling2021,0,0.5566710728766071,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6127355929381393,-0.4047195727420392
67,kenio,0,0.5812251280101566,-0.2337946634434801,-0.1700994446701334,-0.1152452724593598,-0.0675172724375685,-0.0034808219472112,3.1752191780199697,-0.3815024538170149
68,tempe-techie,0,0.5563945479204464,-0.1278661834894312,-0.1700994446701334,-0.1306882696571836,-0.0495874093406575,-0.0034808219472112,-0.6792080895639848,-0.3582853348919907
69,pepae,0,0.573821883997806,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0316575462437466,-0.0034808219472112,1.1370551270657354,0.9418733249093666
70,Pudjesf,1,0.48683195688090863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
71,13881080201,1,0.467383496575581,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7847820547932689,-0.4279366916670634
72,disifan,0,0.5352724678378813,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.6850733098545007,-0.4163281322045513
73,Domik20,0,0.6558338978471099,0.0839907764186663,0.0513890884265141,-0.0534732836680643,0.0042021799500752,-0.0034808219472112,-0.4758804528261044,-0.4395452511295755
74,dieastern,0,0.5423525782424141,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.3859470750381957,-0.4047195727420392
75,robinsonwa,1,0.4856658079462882,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7740291509273233,-0.3002425375794301
76,Verus9527,0,0.5408908875443015,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.2754854262334819,-0.4163281322045513
77,jhonbin,0,0.5529842940523764,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4612174020998149,0.3382282328587364
78,Luahoa,0,0.506251572454109,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6860508465695866,-0.4047195727420392
79,samuelgxc,0,0.6321576781424214,-0.1278661834894312,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,1.1448754207864231,-0.4047195727420392
80,badan123,0,0.573665776606513,-0.2337946634434801,-0.1700994446701334,1.4908264361143229,0.5899110411158329,-0.6382957245698645,0.0451466163147141,0.3034025544712
81,napogeof,0,0.5503060899975123,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.6382957245698645,-0.2285636639093556,0.0015800084458849
82,Dane-B42,1,0.47072810899175155,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.782826981363097,-0.4047195727420392
83,gjacuna,0,0.6417130329065985,0.2958477363267639,-0.1700994446701334,-0.1152452724593598,-0.0675172724375685,1.2661489832980952,2.476280426733505,0.1873169598460788
84,NestaAlice,0,0.5069246433118082,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6919160668601023,-0.4047195727420392
85,Aleschka,0,0.5422725008698792,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4377565209377518,-0.4163281322045513
86,onthejourneywisdom,0,0.5479473276742046,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.1738216078645416,-0.3931110132795271
87,kjrhymer,1,0.47072810899175155,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.782826981363097,-0.4047195727420392
88,infoRalle,0,0.5903523777268812,-0.1984851701254638,-0.1700994446701334,-0.1152452724593598,-0.0555640303729612,-0.6382957245698645,-0.565813830614013,-0.3582853348919907
89,Jega71,0,0.614554317855503,-0.1278661834894312,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.2735303528033099,-0.1841569429543089
90,tsamados-andreas,0,0.6223386069486565,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.2940586238201151,-0.3815024538170149
91,missing813,0,0.5143691729282239,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.6645450388376953,0.2685768760836637
92,brandog216,1,0.469936026005467,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6870283832846725,0.7329192545841484
93,adampluck,0,0.61164501760681,-0.2337946634434801,-0.1700994446701334,-0.0998022752615359,-0.0675172724375685,0.6313340806754419,1.9171294257043343,-0.3698938943545028
94,kaconk69,0,0.5721510239547126,-0.2691041567614963,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.7695013221934132,-0.3931110132795271
95,hattoreum,1,0.4979844259685803,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7779392977876671,-0.3466767754294785
96,scanvisio,0,0.5493749707417352,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6156682030833972,-0.3815024538170149
97,alanwakeyy,0,0.5590511775512083,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6107805195079674,-0.3931110132795271
98,forum-120,0,0.6207949851770034,0.04868128310065,0.9373432208131044,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.2598448387921064,-0.3931110132795271
99,StormGpz,0,0.6799263267514113,-0.0572471968533987,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,1.2661489832980952,1.2172131377027846,-0.3931110132795271
100,LupusMechanicus,0,0.562196340874431,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,1.5622835981281296,-0.4163281322045513
101,jsartorius,0,0.648892660447391,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,1.2661489832980952,0.237721349186649,-0.3815024538170149
102,B1GMeech,0,0.6738577930654233,0.0133717897826337,0.2728776215231617,-0.084359278063712,0.0281086640792898,2.5357787885434013,0.2856206482258612,-0.3815024538170149
104,lqh2006,1,0.4909830034367124,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6850733098545007,-0.1028970267167241
105,bee1239,0,0.5876922801708424,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.5726565876196148,1.591952654810045
106,poky34,1,0.4700998729316632,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6938711402902743,0.6516593383465635
107,Bitc01ncash,0,0.6193097949785213,-0.0572471968533987,-0.1700994446701334,-0.1152452724593598,-0.0615406514052648,-0.6382957245698645,0.8056701806515938,-0.4279366916670634
108,Blibomboom,0,0.5130454750012392,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7134218745919936,-0.4047195727420392
109,agarcah,1,0.48683195688090863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
110,sajhgy,1,0.46986772393147613,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.783804518078183,-0.4163281322045513
111,karelnagel,0,0.6177140212461147,0.1193002697366826,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,1.9009638859207485,-0.1356976759761891,-0.1841569429543089
112,ayseozer789,0,0.5430441232670384,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.1047763559349579,0.6168336599590273
113,mehdizx,0,0.5348851397460979,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.6880059199997585,-0.3815024538170149
114,kkaminsk,0,0.6111127785284907,-0.0572471968533987,-0.1700994446701334,-0.1152452724593598,-0.0316575462437466,3.805408593788708,1.5388227169660664,-0.3118510970419422
115,bigbigblock,0,0.6262863746930987,0.0839907764186663,-0.1700994446701334,-0.1152452724593598,-0.0495874093406575,-0.6382957245698645,0.6873882381261922,-0.4047195727420392
116,blarralde,0,0.6565211264136988,0.5430141895528778,0.0513890884265141,-0.0071442920745926,-0.0675172724375685,1.2661489832980952,3.112656828254468,-0.1145055861792362
117,liang3472,0,0.6482109706372522,1.920084428955512,0.2728776215231617,0.3634876406731802,0.0161554220146825,3.170593691166055,2.26219988612968,-0.3698938943545028
118,shw922,0,0.5753941543250555,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.6058928359325376,-0.3118510970419422
119,meteoss,1,0.47666514900576695,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7447030494747444,-0.2421997402668695
120,rayjiel,0,0.6208637640428849,0.1546097630546988,-0.1700994446701334,-0.1152452724593598,-0.0495874093406575,-0.0034808219472112,1.2436066290101055,-0.1609398240292847
121,ethanfive,0,0.5520160455057381,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.2823281832390836,-0.4279366916670634
122,eskiviski,0,0.5362993658232483,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4025651991946571,0.8373962897467575
123,ryaninfi,0,0.5014516172406629,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.674320405988555,-0.3350682159669664
124,davidsrz,0,0.6448360652112801,-0.2337946634434801,0.0513890884265141,0.0391846995188789,-0.0555640303729612,1.9009638859207485,0.6570845999585274,-0.3466767754294785
125,lowenphast,0,0.5635015406649557,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,0.0197306617224791,-0.2305911808043574
126,scotato,0,0.68336351655071,1.5669894957753494,0.4943661546198092,1.0429795173774306,0.0460385271762008,1.9009638859207485,2.270020179850367,0.2685768760836637
127,yoga1314,0,0.6559389776293161,0.0133717897826337,0.2728776215231617,-0.1152452724593598,-0.0675172724375685,0.6313340806754419,1.2660899734570827,-0.3234596565044543
128,sourabupadhya123,0,0.6293174971493706,0.0133717897826337,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.1229896986800715,-0.3350682159669664
129,andreassss86,0,0.512072184082331,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.701691434010962,-0.1493312645667725
130,Sucng,0,0.5152702547880066,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7153769480221654,-0.4163281322045513
131,deboboy,0,0.6261489678092913,-0.0572471968533987,-0.1700994446701334,-0.0689162808658881,-0.0675172724375685,3.170593691166055,2.084288203984034,-0.195765502416821
133,jony1122,0,0.5937239239524917,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0436107883083539,1.2661489832980952,0.0715401076220351,-0.4163281322045513
134,yonapoto,1,0.4704737899321846,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6977812871506182,0.6052251004965151
135,wish1428,0,0.5639605711719216,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6058928359325376,-0.4279366916670634
136,Fire9996,0,0.5378797010292236,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4260260803567203,-0.4279366916670634
137,huanghuihua23,0,0.506251572454109,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6860508465695866,-0.4047195727420392
138,berkozarslan,0,0.5860816103842141,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0555640303729612,-0.0034808219472112,0.6795679444055045,0.698093576196612
139,roseglam2786,0,0.5820617098305857,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5746116610497868,2.067903592773042
140,HHHH11122,1,0.4923385402276974,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7759842243574953,-0.3234596565044543
141,biridiananyshawn82,0,0.5063005358284504,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6860508465695866,-0.3931110132795271
142,lishuhang7,0,0.6235371010644992,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0555640303729612,0.6313340806754419,-0.3429354595744133,-0.3698938943545028
143,yarinbirgun,0,0.6612449931585527,-0.1984851701254638,-0.1700994446701334,-0.0998022752615359,-0.0436107883083539,1.9009638859207485,-0.5355101924463482,-0.3582853348919907
144,sudheerm309,0,0.5609636728671197,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.0099552945716194,1.7080382494351665
145,neodod,0,0.583798718121634,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5628812204687552,2.2072063063231875
146,indwm,1,0.4970420385290021,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7476356596200023,-0.4279366916670634
147,cengiztunc,0,0.547922000786704,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.297968770680459,0.1524912814585425
148,luojia8,0,0.5080523563861996,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6938711402902743,-0.3931110132795271
149,Nobekleon,0,0.5276700816783086,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6391290842454603,-0.3931110132795271
150,HJTon,0,0.5495386742641669,-0.2691041567614963,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.3400028494291555,-0.4279366916670634
151,0xN0S,0,0.5582004420251457,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.4250485436416343,-0.4279366916670634
152,kobeebryant,0,0.5085831222679955,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7046240441562199,-0.3931110132795271
153,zhuangweijun,0,0.5362723732477211,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.6938711402902743,-0.3931110132795271
154,kalluk,0,0.593310823755183,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,1.6404865353350069,-0.3931110132795271
156,Hippotangmo,0,0.5036523942334892,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7583885634859479,-0.4047195727420392
157,mohtashami87,0,0.5921484921383999,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,2.5357787885434013,0.2211032250301876,-0.2770254186544059
158,paulszy75,0,0.5877282435745192,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5599486103234973,2.242031984710724
159,heidanzhu,0,0.5083972291774961,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6811631629941568,-0.4163281322045513
160,cfrazumadh,0,0.525419034835971,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6273986436644288,-0.3582853348919907
161,yemreozacmak,0,0.5080523563861996,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6938711402902743,-0.3931110132795271
162,84Ben,0,0.538263313746136,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.0115505131602717,-0.4279366916670634
163,Jejda,0,0.5741543914894863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.6746802608300747,5.329908801738948
